id,review,created_at,ratings,upvotes
87,"Sept 1... I ordered [for the first time] from Pizza Hut down the street, a Crispy Chicken Ceaser salad. It was disgusting, Made with soggy ice lettuce, should have used Fresh Crispy Romaine lettuce. The bacon was supposed to be strips. It was fatty chunks. Needless to say I threw it out & told manager of the Pizza Hut. For sure won't ever purchase any food from Pizza Hut again.","Sept. 1, 2020",1,4
88,Pizza Hut Olive Branch is courteous and professional... I hope they remain open... I called them after a bad experience from Ross Rd Memphis pizza hut. They were great. I would absolutely recommend them to other customers. Keep up the good work Olive Branch *****.,"Aug. 24, 2020",5,3
89,"I ordered a pizza, extra cheese, 2 marinara sauces. I got a luke warm pizza, 1/3 of the pie had no cheese and the sauces I paid for were missing. I called the store once. I hung up after 14 minutes. I called right back. A man answered, I told him what my problem was. He put me on hold, never came back and the call was disconnected. Now they're closed. My bill was $20.74 plus a $2 tip. The driver didn't check the box before leaving the store. When I realized what I had, I called out to the driver, but he pulled off. I'd like a refund, but with the way they conducted business tonight, I doubt that happens.","Aug. 21, 2020",1,6
90,"Pizza Hut pizza is by far the worst pizza I have ever had. When I called to express my opinion of how bad the pizza was and request a refund I was told I didn’t return enough of the food. When I explained that when the pizza came everyone took pizza slices and ate it. I was going to tell the reps that the children took the pizza and ate parts and threw the rest out, but it was obvious that she made up her mind, ‘I was a liar looking to steal 25.00 dollars worth of pizza.’ Save your money. Save your dignity. Buy your pizza somewhere else.","Aug. 19, 2020",1,6
91,"I wish I had read others review at YP. Ca. before ordering in this business. $20 a rip-off. All pasta, 1 tbs of cheese only, hardly any veggies and raw. This is my first bad experience ordering pizza on my 50 years.","Aug. 11, 2020",1,3
92,"I purchased a pizza for a second time past couple months and thought the first pizza with the skimpy toppings was just an employees lack of training possibly?? But then today I ordered one with 3 toppings Ham, pineapple and onions and Literally the pizza had maybe 2 pieces of pineapple, one sm piece of onion and one sm piece of ham on each slice.. This is a Disgrace!! I don't expect tons of toppings on my pizza, but I do expect a decent amt that you can at least Taste the Topping you Purchased...This is Unacceptable and Not sure if this is All the Pizza Huts doing this to Cut The Cost?? DO NOT Go To Pizza Hut on APD 40. Am I Not going to purchase any more from them.. This is close to my Home, but I will be looking for another Place to purchase my Pizza...","Aug. 6, 2020",2,0
93,"I called for a large Hawaiian style, cheese-stuffed crust pizza with EXTRA sauce and a liter of Orange Crush. The pizza and drink arrived quickly in only 1/2 hour. The pizza had no extra sauce, as ordered. In fact, I could not detect any sauce or cheese on the pizza at all. Only a few tiny pieces of pineapple and Canadian bacon that looked like extra thin pieces of pepperoni. The border of the pizza was stuffed and good as far as the cheese was concerned, but there was hardly anything on the pizza. The crust was soft, floppy and undercooked. It was not slightly brown underneath. When you pay $40.00 for a pizza and a drink, including the tip and the delivery charge, you expect a pizza with sauce and cheese on it along with the toppings! This is the second time the pizza arrives only 1/8"" thick.","July 13, 2020",1,6
94,"We had a problem with our order and I called the manager pretty upset. They gave me right to Sierra, the manager, who went above and beyond the call of duty to make us happy. I will never order pizza anywhere else. Sierra was amazing!","July 4, 2020",5,4
95,"I have ordered two pizza and garlic bread from Pizza Hut yesterday though the food was good but pizza and garlic have not cut in slices, this kind service is not expected from brand like pizza hut....","June 24, 2020",1,2
96,"Purchased $50 worth of pizza and when I took it home to feed my family it was disgusting. Not only was the order incorrectly made as far as crust type and ingredients are concerned, the dough was so raw that I could form it into a dough ball. One of the pizzas had sauce only on half of it and both pizzas were visually gross. When I took the pizza back into the restaurant for a refund, the night “manager” Informed me that “that’s not how it works” and that she would not be giving me a refund. This of course was not an acceptable answer to me and I replied to her that, ""Yes I will be getting my money back,"" and it was at that point she snapped at me “you can leave now”. I again told her, ""No, I want my money back or in the very least I wanted edible pizza,"" and I sat down to wait for whatever solution she was going to present me with. She informs me she’s calling the police and I let her know that was fine with me. ","June 18, 2020",1,7
97,I called the Pizza Hut which 1.1 mile from my house. I was told they dont delivery to apartments. I told them that couldn't be true since the this is a neighborhood of apartments. I called corporate. I first got a rude white guy who took my claim. Then hung up in my face. Then last Wednesday I got a rude letter from Pizza Hut on company letterhead name in all caps. Says they need to inform me of....,"June 16, 2020",1,6
98,"Ordered pizza for the second time in 2 weeks for dinner in Arab, Al Pizza Hut and yet it was burned again. Beef and pepperoni so burnt it was tough like jerky, no sauce, could not eat. This Pizza Hut use to be the best place for pizza. I will not order from here again.","May 31, 2020",1,2
